Sentence,Noun,Pronoun
The suppression of demonstrations is getting more and more violent.,"['suppression', 'demonstrations']",[]
Some prisonners have escaped from this prison last week.,"['prisonners', 'prison', 'week']",[]
They are ten in the same cell.,['cell'],['They']
The army has been accused of rapes.,"['army', 'rapes']",[]
The king has been poisoned by his brother.,"['king', 'brother']",['his']
The dealers are taken to court.,"['dealers', 'court']",[]
He has been arrested with drugs on him.,['drugs'],"['He', 'him']"
The rapist has been arrested.,['rapist'],[]
The dealers are selling in broad daylight.,"['dealers', 'daylight']",[]
He got stabbed in broad daylight.,['daylight'],['He']
The theater had to be evacuated due to a bomb scare.,"['theater', 'bomb', 'scare']",[]
Justice is under the control of the executive brunch at the moment.,"['Justice', 'control', 'brunch']",[]
The judge has returned his verdict.,"['judge', 'verdict']",['his']
The trial has been going on for years.,"['trial', 'years']",[]
The witnesses have been put under legal protection.,"['witnesses', 'protection']",[]
The spectacular evasion happened in broad daylight.,"['evasion', 'daylight']",[]
He was put on probation.,['probation'],['He']
The rioting demonstartors were responsible for violence alongside the demonstrations.,"['rioting', 'demonstartors', 'violence']",[]
Corruption is one of this country's major issue.,"['Corruption', 'country', 'issue']",[]
He did not manage to corrupt the police officer.,"['police', 'officer']",['He']
The mafia is very influential in this area.,"['mafia', 'area']",[]
Money extortion is ruining the local economy.,"['Money', 'extortion', 'economy']",[]
The alarm rang out when the bank was attacked.,"['alarm', 'bank']",[]
He is being prosecuted for manslaughter.,['manslaughter'],['He']
He has been accused of unintentional manslaughter.,['manslaughter'],['He']
"Following his conviction, he has filed an appeal.","['conviction', 'appeal']","['his', 'he']"
The International Criminal Court is in The Hague.,[],[]
The thieves are on the run.,"['thieves', 'run']",[]
The burglar has been arrested on the day following the theft.,"['burglar', 'day', 'theft']",[]
The elections were held under the scrutiny of international observers.,"['elections', 'scrutiny', 'observers']",[]
He refuses to work for the state.,['state'],['He']
A lot of people do not feel concerned by politics.,"['lot', 'people', 'politics']",[]
Not a lot of people have listened to the president's speech.,"['lot', 'people', 'president']",[]
The king had to abdicate due to the political scandal.,"['king', 'scandal']",[]
The queen of England is in an official visit in this country.,"['queen', 'visit', 'country']",[]
The prince's wedding has been watched by hundreds of thousands viewers.,"['prince', 'wedding', 'hundreds']",[]
The emperor ascended to the throne when he was twenty years old.,"['emperor', 'throne', 'years']",['he']
The republic has been proclaimed two centuries ago.,"['republic', 'centuries']",[]
They got married at the town hall.,"['town', 'hall']",['They']
This city has a right-wing mayor.,"['city', 'wing', 'mayor']",[]
The Health Secretary quit his job.,['job'],['his']
The Prime Minister is the head of the government.,"['head', 'government']",[]
"In this family, they are politicians from father to son.","['family', 'politicians', 'son']",['they']
Education is a priority in this country.,"['Education', 'priority', 'country']",[]
War burst out between these two countries.,"['War', 'countries']",[]
The army is mobilized to face this natural catastrophy.,"['army', 'catastrophy']",[]
The public service is undergoing a crisis because of layoffs.,"['service', 'crisis', 'layoffs']",[]
He prefers working in the private sector.,['sector'],['He']
The bank refused to lend me money.,"['bank', 'money']",['me']
He works in the field of insurance.,"['field', 'insurance']",['He']
The compagny release around a hundred employees last year.,"['compagny', 'release', 'employees']",[]
The president is elected by universal suffrage.,"['president', 'suffrage']",[]
A referendum will be held on the question.,"['referendum', 'question']",[]
The capitalist system is getting more and more criticized.,['system'],[]
He refuses to vote.,[],['He']
The defeat at the elections was a disaster.,"['defeat', 'elections', 'disaster']",[]
Their chances of winning the legislative elections are improbable.,"['chances', 'elections']",['Their']
"In this country, the unique party has been ruling for decades.","['country', 'party', 'decades']",[]
The senate turned left-wing for the first time of its history.,"['wing', 'time', 'history']",['its']
The senators did not approve the bill.,"['senators', 'bill']",[]
The nationalists have lost some credibility recently.,"['nationalists', 'credibility']",[]
A new constitution is on the verge of being drafted.,"['constitution', 'verge']",[]
Free elections are not enough to make a democracy.,"['elections', 'democracy']",[]
"After decades of dictatorship, the people rose up.","['decades', 'dictatorship', 'people']",[]
"At the time of monarchy, noble people had priviledges.","['time', 'monarchy', 'people']",[]
The United Kingdom is a constitutional monarchy.,['monarchy'],[]
Dictators are falling one after the other.,['Dictators'],[]
The deputies are looking into a new bill.,"['deputies', 'bill']",[]
The emigration of the intelligentsia is worrying the government.,"['emigration', 'government']",[]
Immigration is one of the major issue of the presidential campaign.,"['Immigration', 'issue', 'campaign']",[]
The issue of retirement pensions is problematic.,"['issue', 'retirement', 'pensions']",[]
The Socialist party is first in the opinion polls.,"['party', 'opinion', 'polls']",[]
The communists have suffered their worst electoral ruin in ten years.,"['communists', 'ruin', 'years']",['their']
Menem's liberal policy led Argentina to catastrophe.,"['policy', 'catastrophe']",[]
The left-wing won the towns elections.,"['wing', 'towns', 'elections']",[]
Her parents are right-wings but they voted for the left at the last elections.,"['parents', 'wings', 'left']","['Her', 'they']"
Far-left is a minority in this country.,"['minority', 'country']",[]
The far-right have benefited of the rise of insecurity.,"['right', 'rise', 'insecurity']",[]
Ecologists have little political inflence.,"['Ecologists', 'inflence']",[]
The government has increased taxes to fill in the budget deficit.,"['government', 'taxes', 'budget']",[]
Tax breaks are contributing to the state budget deficit.,"['Tax', 'breaks', 'state']",[]
The Assistance Publique takes care of orphans.,"['care', 'orphans']",[]
A police state reduces individual freedoms.,"['police', 'state', 'freedoms']",[]
The welfare state is based on a social model.,"['welfare', 'state', 'model']",[]
The nobility has lost all its power during the revolution.,"['nobility', 'power', 'revolution']",['its']
The rapid development of the bourgeoisie contributed to the French revolution.,"['development', 'bourgeoisie', 'revolution']",[]
He got his nobility title following a historical battle.,"['nobility', 'title', 'battle']","['He', 'his']"
The demonstrators are protesting against the reforms on education.,"['demonstrators', 'reforms', 'education']",[]
Racism has not completely disappeared from this country yet.,"['Racism', 'country']",[]
The Han is the largest ethnic group of China.,['group'],[]
London is a multicultural city.,['city'],[]
This neighborhood is multiethnic .,['neighborhood'],[]
The prefect ordered the police to step in.,"['prefect', 'police']",[]
Collaboration under the Occupation is still a sensitive subject.,"['Collaboration', 'subject']",[]
Persecutions against ethnic minorities keep going on.,"['Persecutions', 'minorities']",[]
The familial clan has a good reputation.,"['clan', 'reputation']",[]
The declaration of independence has been signed in this church.,"['declaration', 'independence', 'church']",[]
This region is asking for more autonomy.,"['region', 'autonomy']",[]
French bureaucracy is very famous for its tardiness.,"['bureaucracy', 'tardiness']",['its']
Regionalization is the shift of powers from the capital city to the shires.,"['Regionalization', 'shift', 'powers']",[]
Centralization is the concentration of powers in the capital of the country.,"['Centralization', 'concentration', 'powers']",[]
The referee is expected to be evenhanded.,['referee'],[]
The opposing team is playing with one less player.,"['team', 'player']",[]
The subsitutes are warming up.,['subsitutes'],[]
One of the forwards got a yellow card.,"['forwards', 'card']",[]
This player did not deserve that red card.,"['player', 'card']",[]
The game was very tight.,['game'],[]
This team scored three goals in one game.,"['team', 'goals', 'game']",[]
The defenders have blocked the counter-attack.,"['defenders', 'counter', '-']",[]
He plays forward in a soccer team.,"['soccer', 'team']",['He']
The final will be held next week.,['week'],[]
Olympic Games are organized every other four years.,['years'],[]
The Greek team got a medal in javelin.,"['team', 'medal']",[]
Weight lifting should not be practiced by teenagers.,"['Weight', 'lifting', 'teenagers']",[]
The storage room of the bus is full.,"['storage', 'room', 'bus']",[]
Th train is coming into the station.,"['train', 'station']",[]
The plane is going to take off soon.,['plane'],[]
The helicopter flies over the demonstration.,"['helicopter', 'demonstration']",[]
The car is parked next to the grocer's.,"['car', 'grocer']",[]
Where did you put my bike?,['bike'],"['you', 'my']"
Shall we take a taxi or wait for the bus?,"['taxi', 'bus']",['we']
Boat is cheaper than plane.,['plane'],[]
We will take the ferry to England.,['ferry'],['We']
You have to take a ferry to cross the river.,"['ferry', 'river']",['You']
The bark is taking on water slowly.,"['bark', 'water']",[]
The railway station is on the other side of town.,"['railway', 'station', 'side']",[]
They had agreed to meet at the bus station.,"['bus', 'station']",['They']
The airport is closed because of the snow.,"['airport', 'snow']",[]
The aerodrome is a small airplane area.,"['aerodrome', 'airplane', 'area']",[]
The port is closed beacuse of a tempest.,"['port', 'beacuse']",[]
Move your seat back to have some space for your legs.,"['seat', 'space', 'legs']","['your', 'your']"
The engine restarted.,['engine'],[]
We have to put some gasoline in the tank.,"['gasoline', 'tank']",['We']
Diesel cars consum less gas.,"['Diesel', 'cars', 'gas']",[]
The oil level is too low.,"['oil', 'level']",[]
He drove for three hours straight.,['hours'],['He']
The plane flies at a low altitude.,"['plane', 'altitude']",[]
He has been controlled by the customs.,['customs'],['He']
The controller made them pay a fine.,"['controller', 'fine']",['them']
The metro is very dirty in this town.,"['metro', 'town']",[]
The truck braked suddenly.,['truck'],[]
He got a motorcycle accident.,"['motorcycle', 'accident']",['He']
The scooter overtook the car by its right side.,"['scooter', 'car', 'side']",['its']
"I am going to get the tickets, I will be right back.",['tickets'],"['I', 'I']"
"If you are controlled without a ticket in the metro, you will be given a fine.","['ticket', 'metro', 'fine']","['you', 'you']"
A single ticket to Rio please.,['ticket'],[]
The round-trip is the same price as the single ticket.,"['trip', 'price', 'ticket']",[]
He packed without saying a word.,['word'],['He']
"Take a backpack, it will be more practical.",['backpack'],['it']
The submarine sank next to the shore.,"['submarine', 'shore']",[]
You have to show your passport every time.,"['passport', 'time']","['You', 'your']"
Your seat is at the back of the bus.,"['seat', 'back', 'bus']",['Your']
Window seat or aisle?,"['Window', 'seat', 'aisle']",[]
The train is late again.,['train'],[]
Hurry up if you want to be on time for your meeting.,"['time', 'meeting']","['you', 'your']"
I would rather arrive in advance to be safe.,['advance'],['I']
I am waiting for the trolley car.,"['trolley', 'car']",['I']
The sleeper car was not very confortable.,['car'],[]
The air-balloon crashed into the sea a short time after leaving the ground.,"['air', 'balloon', 'sea']",[]
Every petrol station of the area is dry.,"['petrol', 'station', 'area']",[]
There is a shuttle which goes to the airport.,"['shuttle', 'airport']","['There', 'which']"
Flights are cancelled today because of the bad weather.,"['Flights', 'today', 'weather']",[]
The skyrocket will take off tomorrow.,"['skyrocket', 'tomorrow']",[]
I am in the last coach.,['coach'],['I']
The ship drop anchor in a bay.,"['ship', 'drop', 'anchor']",[]
The cabins are not comfortable.,['cabins'],[]
The breakdown is surely caused by an ignition problem.,"['breakdown', 'ignition', 'problem']",[]
"Congratulations, you have to replace the bumper now.","['Congratulations', 'bumper']",['you']
The tank is empty.,['tank'],[]
Stop pressing on the gas.,['gas'],[]
The license plate is unreadable.,"['license', 'plate']",[]
The locomotive flies at full speed.,"['flies', 'speed']",[]
Every compartment of this coach is full.,"['compartment', 'coach']",[]
The workers are setting tracks.,"['workers', 'tracks']",[]
The fins are no longer responding.,['fins'],[]
I am travelling in the economy class because I am poor.,"['economy', 'class']","['I', 'I']"
One first class ticket please.,"['class', 'ticket', 'please']",[]
Second class is quite comfortable.,['class'],[]
"This piece of luggage is too big, we have to put it in the hold.","['piece', 'luggage', 'hold']","['we', 'it']"
"Your hand baggage is too voluminous, it will not fit in the compartment.","['hand', 'baggage', 'compartment']","['Your', 'it']"
"Because of the delay of my first flight, I have missed my connection.","['delay', 'flight', 'connection']","['my', 'I', 'my']"
You can observe the entire sky from the control tower.,"['sky', 'control', 'tower']",['You']
Domestic flights are leaving from a special airport.,"['flights', 'airport']",[]
It is the terminal of the international flights.,"['terminal', 'flights']",['It']
What is our flight number?,"['flight', 'number']","['What', 'our']"
He is tired because of the jetlag.,[],['He']
Boarding has begun.,['Boarding'],[]
We are entering a turbulence zone.,"['turbulence', 'zone']",['We']
Turn the steering whell to the left.,"['steering', 'whell', 'left']",[]
Draw back at first gear at this corner.,"['gear', 'corner']",[]
The exhaust has to be changed.,['exhaust'],[]
The caravel sails quickly.,"['caravel', 'sails']",[]
The dog barks and the caravan drives along.,"['dog', 'caravan']",[]
The galleon sank in the bay.,"['galleon', 'bay']",[]
The selling of frigates caused a diplomatic incident.,"['selling', 'frigates', 'incident']",[]
The van is crammed.,['van'],[]
The pickup can hold the eight of us.,['pickup'],['us']
The sails have been ripped off by the tempest.,['sails'],[]
I have missed my connection.,['connection'],"['I', 'my']"
The brakes suddenly broke.,['brakes'],[]
"Open your window, it is too hot.",['window'],"['your', 'it']"
There are many bugs splattered on the windshield.,"['bugs', 'windshield']",['There']
Press the pedal down.,['pedal'],[]
Look in your rearview mirror before you turn.,"['rearview', 'mirror']","['your', 'you']"
The air hostesses are trying to reassure the passengers;,"['air', 'hostesses', 'passengers']",[]
The steward is walking up and down the corridors to serve the passengers.,"['steward', 'corridors', 'passengers']",[]
The departure of the ship is impending.,"['departure', 'ship']",[]
I am looking for the arrivals hall.,"['arrivals', 'hall']",['I']
The propeller of the plane is made of wood.,"['propeller', 'plane', 'wood']",[]
The tail of the plane has been repainted.,"['tail', 'plane']",[]
There is an extra wheel in the trunk.,"['wheel', 'trunk']",['There']
It is forbidden to walk on the wing of the plane.,"['wing', 'plane']",['It']
The plane is about to take off.,['plane'],[]
The plane landed with difficulty.,"['plane', 'difficulty']",[]
My visa expires in one week.,"['visa', 'week']",['My']
The plane crew looked more panicked than the passengers.,"['plane', 'crew', 'passengers']",[]
My bike's saddle has been robbed.,"['bike', 'saddle']",['My']
His horns makes a strange noise.,"['horns', 'noise']",['His']
I would need a pump to blow up the bike's tire.,"['pump', 'bike', 'tire']",['I']
You should always have an extra wheel in case of a flat tire.,"['wheel', 'case', 'tire']",['You']
The battery is completely empty.,['battery'],[]
The antenna of the car has been robbed during the night.,"['antenna', 'car', 'night']",[]
A captain is the last one to leave the ship.,"['captain', 'one', 'ship']",[]
There are often traffic jams at the level of this bridge.,"['traffic', 'jams', 'level']",['There']
The car behind us is speeding up.,['car'],['us']
We have to turn right at the next traffic light.,"['traffic', 'light']",['We']
Brake less abruptly next time.,['time'],[]
The ship switched the siren on because of the fog.,"['ship', 'siren', 'fog']",[]
There is a life jacket under your seat.,"['life', 'jacket', 'seat']","['There', 'your']"
There is a buoy floating on the surface of the water.,"['buoy', 'surface', 'water']",['There']
They are cutting the mast to save the ship.,"['mast', 'ship']",['They']
"If you do not loosen on the parking brake, we will not be able to go.","['parking', 'brake']","['you', 'we']"
"Put your seat belt on, it is dangerous.","['seat', 'belt']","['your', 'it']"
Headlights are to be lit in tunnels.,"['Headlights', 'tunnels']",[]
Switch your blinker on before turning.,['blinker'],['your']
The tire fell flat again because of the heat.,"['tire', 'heat']",[]
It will not fit in the trunk.,['trunk'],['It']
They have asked him to clean the wipers during the exam.,"['wipers', 'exam']","['They', 'him']"
He got into an accident the day before yesterday.,"['accident', 'day', 'yesterday']",['He']
I ran out of gas in the middle of the desert.,"['gas', 'middle', 'desert']",['I']
They broke down half-way.,['way'],['They']
This GPS is not working properly.,['GPS'],[]
Speed is limited to 50 km/h.,"['Speed', 'km']",[]
He got a speeding ticket.,['ticket'],['He']
Vehicles coming from the right have the right of way,"['Vehicles', 'right', 'right']",[]
The bus over-ran a red light again.,"['bus', 'over', 'light']",[]
"At a roundabout, the priority is on the left.","['roundabout', 'priority', 'left']",[]
The car park is usually empty on Sundays.,"['car', 'park']",[]
The toll is located just outside of the city.,"['toll', 'city']",[]
He broke a glass by mistake.,"['glass', 'mistake']",['He']
He did not want to describe the damage.,['damage'],['He']
An old tomb has been discovered.,['tomb'],[]
He fell down in the stairs.,['stairs'],['He']
They are bored to death in class.,"['death', 'class']",['They']
She doubts his boyfriend's honesty.,"['boyfriend', 'honesty']","['She', 'his']"
They had an argument.,['argument'],['They']
He does not seem to be able to axplain what happened.,[],"['He', 'what']"
He refused to take part in the elections.,"['part', 'elections']",['He']
He kissed his parents before saying goodbye to them.,"['parents', 'goodbye']","['He', 'his', 'them']"
His shoes are glowing in the dark.,"['shoes', 'dark']",['His']
She is repairing her car.,['car'],"['She', 'her']"
They neighbors helped us to move out.,['neighbors'],"['They', 'us']"
They did not let him finish his speech.,['speech'],"['They', 'him', 'his']"
He calls his grandmother on the phone from time to time.,"['grandmother', 'phone', 'time']","['He', 'his']"
He saved the kitten from drowning.,['kitten'],['He']
He could smell something burning.,[],"['He', 'something']"
Take a glass in the kitchen.,"['glass', 'kitchen']",[]
The secretary visited a factory this morning.,"['secretary', 'factory', 'morning']",[]
He added someone to his guest list.,"['guest', 'list']","['He', 'someone', 'his']"
She apologized to him.,[],"['She', 'him']"
It has been a long time since he believed in Santa Claus.,['time'],"['It', 'he']"
Thousands of people are starving in this country.,"['Thousands', 'people', 'country']",[]
He was born in the middle of the night,"['middle', 'night']",['He']
He never washes the dishes.,['dishes'],['He']
The kitchen floor has to be cleaned before the guest arrive.,"['kitchen', 'floor', 'guest']",[]
Water is boiling.,['Water'],[]
Onions are to be fried.,['Onions'],[]
The chicken is cooking.,['chicken'],[]
He jumped over the bushes from the roof of the house.,"['bushes', 'roof', 'house']",['He']
He lies very often.,[],['He']
They are walking by the hospital from time to time.,"['hospital', 'time', 'time']",['They']
She shouted to make her muggers flee.,"['muggers', 'flee']","['She', 'her']"
This mineral glows in the dark.,"['mineral', 'dark']",[]
He spends a lot of time working.,"['lot', 'time']",['He']
He was warned on time by the horn.,"['time', 'horn']",['He']
They prevent the coup from happening.,['coup'],['They']
He cut himself with a shard of glass and now he is bleeding.,"['shard', 'glass']","['He', 'himself', 'he']"
Water frozed up in the sewers.,"['Water', 'sewers']",[]
It snowed so much that the roads are impraticable.,['roads'],['It']
He shot the rabbit but he missed it.,['rabbit'],"['He', 'he', 'it']"
Fasten your belt.,['belt'],['your']
Undo your seatbelt first.,['seatbelt'],['your']
The ship sank offshore.,['ship'],[]
He slipped on an ice-sheet.,"['ice', 'sheet']",['He']
He wears a leather jacket.,"['leather', 'jacket']",['He']
A wasp stung him.,['wasp'],['him']
"In general, they wake up early in the morning.",['morning'],['they']
We should sweep up the room.,['room'],['We']
He bent the iron bar.,"['iron', 'bar']",['He']
He is walking along the river.,['river'],['He']
He had to run to catch his train.,['train'],"['He', 'his']"
The horse jumped over the fence and ran away.,"['horse', 'fence']",[]
They went up the Eiffel Tower.,[],['They']
He went down the stairs.,['stairs'],['He']
They are going to the theater tonight.,"['theater', 'tonight']",['They']
She will not come tonight.,['tonight'],['She']
She comes back from the supermarket.,['supermarket'],['She']
"Every year, he travels abroad.",['year'],['he']
He gets up around 7 in the morning.,['morning'],['He']
"Generally speaking, they go to bed early.",['bed'],['they']
"Sit down, grab a chair.",['chair'],[]
She is going to Asia on Wednesday night.,['night'],['She']
"Contrary to the legend, most of French people are washing themselves every day.","['legend', 'people', 'day']",['themselves']
I have not eaten yet.,[],['I']
She never drinks while she eats.,[],"['She', 'she']"
She is still sleeping.,[],['She']
I do not know what they are doing at the moment.,['moment'],"['I', 'what', 'they']"
Houses are being built all over the place.,"['Houses', 'place']",[]
The waitress brought the menu.,"['waitress', 'menu']",[]
The maths class has already begun.,"['maths', 'class']",[]
He lost the game against his brother.,"['game', 'brother']","['He', 'his']"
They have won the soccer game again.,"['soccer', 'game']",['They']
I have already chosen what I would like to eat.,[],"['I', 'what', 'I']"
Could you cut slices of bread?,"['slices', 'bread']",['you']
He gave me some change to go shopping.,['change'],"['He', 'me']"
They have got two cars.,['cars'],['They']
He is French.,[],['He']
She hides the key under the doormat in general.,"['key', 'doormat']",['She']
He put the letter in the mail box.,"['letter', 'mail', 'box']",['He']
He spends his classes drawing.,['classes'],"['He', 'his']"
Close the door behind you!,['door'],['you']
He opened the cupboard door.,"['cupboard', 'door']",['He']
You have to wash your hands before eating.,['hands'],"['You', 'your']"
He finishes work at ten pm in general.,"['work', 'pm', 'general']",['He']
He found the key in his pockets.,"['key', 'pockets']","['He', 'his']"
They are looking for a bakery.,['bakery'],['They']
They have chatted until dawn.,['dawn'],['They']
She sings in the shower.,['shower'],['She']
She shouted to warn him but it was too late.,[],"['She', 'him', 'it']"
She calls her parents everyday.,['parents'],"['She', 'her']"
I have never answered his letter.,['letter'],"['I', 'his']"
She spends her time crying.,['time'],"['She', 'her']"
Watch the road when you are driving.,['road'],['you']
They saw a snake in the garden.,"['snake', 'garden']",['They']
The children are playing in the living room.,"['children', 'living', 'room']",[]
He read for the whole night.,['night'],['He']
He loves his wife a lot.,"['wife', 'lot']","['He', 'his']"
He does not want to know what happened.,[],"['He', 'what']"
He does not know how to drive.,[],['He']
She learned French at college.,['college'],['She']
She can climb at very smooth rock faces.,"['rock', 'faces']",['She']
They are exploring South America.,[],['They']
I do not understand what he is trying to tell me.,[],"['I', 'what', 'he']"
He refuses to kill animals.,['animals'],['He']
He hurt his opponent unintentionally during the fight.,"['opponent', 'fight']","['He', 'his']"
They arrived home at night.,['night'],['They']
We have to push the car for it to start up.,['car'],"['We', 'it']"
"You have to pull the door, not push it.",['door'],"['You', 'it']"
She likes writing a lot.,['lot'],['She']
It is forbidden to touch the pictures.,['pictures'],['It']
They keep the statues in a special room.,"['statues', 'room']",['They']
She is resting in her bedroom.,['bedroom'],"['She', 'her']"
She barely missed the target.,['target'],['She']
They have managed to get here.,[],['They']
The opposite team won the game.,"['team', 'game']",[]
He lost his keys in the train.,"['keys', 'train']","['He', 'his']"
It rained during the entire afternoon.,['afternoon'],['It']
He tried to avoid the trafic jams.,"['trafic', 'jams']",['He']
I have asked if there was some bread.,['bread'],"['I', 'there']"
He borrowed a lot of money from his parents.,"['lot', 'money', 'parents']","['He', 'his']"
She caught the ball in midair.,"['ball', 'midair']",['She']
I rarely cook.,[],['I']
She hates her brother.,['brother'],"['She', 'her']"
I do not wish to work in these conditions anymore.,['conditions'],['I']
He cannot remember a thing.,['thing'],['He']
I forgot what I dreamed about last night.,['night'],"['I', 'what', 'I']"
He felt sadness when he heard the news of his death.,"['sadness', 'news', 'death']","['He', 'he', 'his']"
He is feeling bad about his behavior.,['behavior'],"['He', 'his']"
He forgot his password.,['password'],"['He', 'his']"
He never forgived him for what happened.,[],"['He', 'him', 'what']"
I do not know what happened yesterday.,['yesterday'],"['I', 'what']"
The steam machine had already been invented by the Greeks during the antiquity.,"['steam', 'machine', 'antiquity']",[]
He had invited a lot of people but his flat is too small.,"['lot', 'people', 'flat']","['He', 'his']"
I have lent him money but he did not gave it back yet.,['money'],"['I', 'him', 'he']"
He lets his children watch the television late at night.,"['children', 'television', 'night']","['He', 'his']"
I prefer not to enter the game.,['game'],['I']
They are packing for there departure tomorrow.,"['departure', 'tomorrow']",['They']
She did not say anything to her father.,['father'],"['She', 'anything', 'her']"
I always keep my keys on me.,['keys'],"['I', 'my', 'me']"
Have you already paid ?,[],['you']
I am meeting a friend tonight.,"['friend', 'tonight']",['I']
He teaches mathematics in a private school.,"['mathematics', 'school']",['He']
He threw the ball at him violently.,['ball'],"['He', 'him']"
The demonstrators are throwing stones,"['demonstrators', 'stones']",[]
He is used to beat his brother.,['brother'],"['He', 'his']"
They have abandonned their dog on the roadside.,"['dog', 'roadside']","['They', 'their']"
She spends afternoons sewing.,['afternoons'],['She']
He resold his books on E-Bay.,['books'],"['He', 'his']"
He narrowly dodged a bullet.,['bullet'],['He']
All these toys are made in China.,['toys'],[]
The audience applaused for hours.,"['audience', 'hours']",[]
He does not answer but he is still breathing.,[],"['He', 'he']"
She coughed for the entire night.,['night'],['She']
I am sneezing every five minutes.,['minutes'],['I']
He is snoring so loud that she cannot sleep.,[],"['He', 'she']"
"Yesterday, I ran over a pedestrian but he is fine.","['Yesterday', 'pedestrian']","['I', 'he']"
He spilt water on the table.,"['water', 'table']",['He']
She swallowed a cherry pit.,"['cherry', 'pit']",['She']
Could you empty what is in saucepan in the plate ?,"['saucepan', 'plate']","['you', 'what']"
He sweats a lot during effort.,"['lot', 'effort']",['He']
I am shivering from the cold.,['cold'],['I']
This shirt makes me scratch a lot.,"['shirt', 'lot']",['me']
"If you do not stop to scratch yourself, your pimples are going to get poisonned.",['pimples'],"['you', 'yourself', 'your']"
Could you hold my bag for a minute ?,"['bag', 'minute']","['you', 'my']"
Overtake the car in front of yours.,"['car', 'front', 'yours']",[]
You should bring your chair a bit forward.,"['chair', 'bit']","['You', 'your']"
"You have to back up a bit more, you are badly parked.",['bit'],"['You', 'you']"
Could you grate the carrots ?,['carrots'],['you']
Vegetables have to be peeled.,['Vegetables'],[]
They have burned the body and they threw the ash in the river.,"['body', 'ash', 'river']","['They', 'they']"
It is forbidden to feed the pigeons.,['pigeons'],['It']
The country has been invaded by the opposing army.,"['country', 'army']",[]
The female is defending her cubs.,"['female', 'cubs']",['her']
He is trying to protect his children.,['children'],"['He', 'his']"
Never underestimate your opponents.,['opponents'],['your']
He regards his brother with esteem.,"['brother', 'esteem']","['He', 'his']"
He overestimated the difficulty of the exam.,"['difficulty', 'exam']",['He']
You should clarify a bit what you want to say.,['bit'],"['You', 'what', 'you']"
This lamp is not enlighting enough.,['lamp'],[]
He sent a letter to his sister.,"['letter', 'sister']","['He', 'his']"
They are used to dye their clothes.,['clothes'],"['They', 'their']"
She dyes her hair blond.,['hair'],"['She', 'her']"
Could you reheat the pastas in the microwave ?,"['pastas', 'microwave']",['you']
The meeting was interrupted because of the electricity cut.,"['meeting', 'electricity', 'cut']",[]
Could you summarize this book for me in a few sentences ?,"['book', 'sentences']","['you', 'me']"
He ripped off the plaster in one go.,"['plaster', 'go']",['He']
Nobody recognizes him because of his new haircut.,['haircut'],"['Nobody', 'him', 'his']"
He is stroking his cat.,['cat'],"['He', 'his']"
It is forbidden to pee in the street.,['street'],['It']
It is forbidden to drop garbage off here.,['garbage'],['It']
The nurse took a blood sample from the patient.,"['nurse', 'blood', 'sample']",[]
They are measuring the size of the room.,"['size', 'room']",['They']
He shows off in front of his friends.,"['front', 'friends']","['He', 'his']"
An inscription is engraved on the wall.,"['inscription', 'wall']",[]
The criminal is being hunted down in the entire country.,"['criminal', 'country']",[]
She painted for the entire night.,['night'],['She']
She draws very well.,[],['She']
He is representing his class in front of the teachers.,"['class', 'front', 'teachers']","['He', 'his']"
He imitates animal calls very well.,['animal'],['He']
Could you bring the chairs closer to the table ?,"['chairs', 'table']",['you']
A former general took the head of the government.,"['general', 'head', 'government']",[]
The captain saluted his superior officer.,"['captain', 'officer']",['his']
The lieutenant refused to obey his superiors.,"['lieutenant', 'superiors']",['his']
He was a corporal in the army.,"['corporal', 'army']",['He']
The sergent has been the origin of a mutiny.,"['sergent', 'origin', 'mutiny']",[]
The artillery started to bombard the enemy positions.,"['artillery', 'enemy', 'positions']",[]
The aviation was pinned down.,['aviation'],[]
He did not know what to expect when he joined the navy.,['navy'],"['He', 'what', 'he']"
The fort is occupied by the infantry.,"['fort', 'infantry']",[]
Tanks are occupying the inner city.,"['Tanks', 'city']",[]
The aircraft carrier is going to rig out next week.,"['aircraft', 'carrier', 'week']",[]
The ship has been stopped by coastguards.,"['ship', 'coastguards']",[]
Jets are flying over the city.,"['Jets', 'city']",[]
The plane was shot down by missiles.,"['plane', 'missiles']",[]
A bomb fell down at barely a hundred meters from here.,"['bomb', 'meters']",[]
This country has the nuclear bomb.,"['country', 'bomb']",[]
the guards had submachine guns.,"['guards', 'submachine', 'guns']",[]
The tourist has been accused of spying.,['tourist'],[]
The retreat was cut off.,['retreat'],[]
The attack was fruitful.,['attack'],[]
Resistance has been organized during the occupation.,"['Resistance', 'occupation']",[]
The resistance sabotaged the railroad lines.,"['resistance', 'railroad', 'lines']",[]
The occupying force cannot quell the insurrection.,"['force', 'insurrection']",[]
The parachute did not open correctly.,['parachute'],[]
Reinforcements are expected in the coming days.,"['Reinforcements', 'days']",[]
We are starting to be short of ammunitions.,['ammunitions'],['We']
The strategy that has been carried out was fiercely criticized.,['strategy'],['that']
Their tactic is not yet finalized.,['tactic'],['Their']
Their military equipment is timeworn.,['equipment'],['Their']
The moves of the ennemy troups can be followed by a spy satellite.,"['moves', 'troups', 'spy']",[]
A spy has been captured.,['spy'],[]
The advance men are scoping the ennemy's positions.,"['advance', 'men', 'ennemy']",[]
Diplomacy did not prevent the armed conflict to happen.,"['Diplomacy', 'conflict']",[]
